latitude,longitude,magnitude,time,catalog_id
-45.48406464478429,166.58166288560386,4.3,2016-11-26 05:29:07.567022,13
-34.73996984970869,178.36639755328946,6.0,2016-12-28 13:50:50.655480,13
-36.564579473417616,177.48760653285098,5.4,2016-12-31 11:35:12.885680,13
-39.12518001306013,174.94866693716494,5.0,2017-02-01 07:44:17.831844,13
-37.74474220016194,179.942865169221,4.6,2017-01-16 16:51:41.640550147,13
-37.22715190423545,178.8373746993187,4.2,2016-12-25 23:03:14.603383899,13
-42.492421745634026,172.74643605314287,4.5,2016-11-14 08:35:06.378552945,13
-41.88999157625203,173.411908990313,4.2,2016-11-15 02:06:11.534628406,13
-42.657601610001,172.78049792323196,4.4,2016-12-15 16:51:40.139719396,13
-41.65261671446264,173.66980538755354,4.3,2017-02-10 16:02:44.882360262,13
-42.46505182710377,173.15631772301242,4.5,2017-01-13 12:06:18.527362407,13
-42.65183852679521,172.7318372103474,5.4,2016-11-19 10:03:33.105202983,13
-41.93760422299952,174.5675585628709,4.1,2016-11-23 21:51:42.557615968,13
-42.13188676432375,173.60814218069677,4.1,2016-12-09 08:32:37.468960654,13
-42.26462477720074,173.8208823028974,4.3,2016-12-07 04:10:25.042607495,13
-42.289415501469165,173.67790337347603,4.6,2016-11-24 20:59:41.781196836,13
-42.33667024595783,173.51396705263883,4.4,2016-11-14 06:18:50.720755416,13
-41.73532509019611,174.20641766254016,4.3,2016-11-18 21:15:20.017665,14
-41.802730233635245,171.71049891820974,4.5,2017-01-01 08:47:45.170399,14
-36.56334332983676,177.10682866540927,4.2,2017-01-03 10:03:46.060508,14
-39.10035632548107,174.9512935373585,4.2,2017-01-16 18:21:44.969850,14
-39.11788589212468,174.97850404974216,4.6,2017-01-16 18:25:36.984955969,14
-38.26713949907322,175.82355718027665,4.2,2017-02-10 17:53:40.805240146,14
-43.54296074912849,172.69700368319403,4.2,2017-01-28 18:34:30.586594836,14
-37.14853394633823,179.2276724520211,5.1,2016-12-28 23:08:20.996812332,14
-41.97701439682391,173.89646669348986,4.4,2016-11-14 16:24:45.812374308,14
-41.825282616956,173.88608641840133,4.5,2017-02-04 15:25:46.792833681,14
-41.75639174262936,174.28307084397835,4.2,2016-11-25 21:01:06.182739942,14
-41.81278706881531,174.16640188673202,4.9,2016-11-16 18:03:51.831813997,14
-41.62642392839815,174.5243773569556,4.3,2016-11-28 09:35:59.881131867,14
-41.68467898854471,174.21090542781565,4.1,2016-11-16 06:35:05.513447428,14
-42.50433318315103,173.52882187668934,4.1,2016-11-27 03:27:14.101795143,14
-41.79722954487767,174.1599651671904,4.1,2016-11-20 09:39:09.624950831,14
-42.30738211295373,173.82806421276368,4.9,2016-11-17 16:48:44.844845856,14
-42.64990402812255,173.25989744969863,4.7,2017-01-21 01:15:49.775306674,14
-41.785949843287256,174.29305782892436,4.1,2016-11-15 22:36:42.784230799,14
-37.644055444231775,178.28151327651025,4.1,2016-12-05 16:34:13.874601,15
-45.06669825384392,167.62093000800732,5.1,2017-02-09 17:25:40.634573,15
-40.24218613130292,173.9752415182139,4.7,2017-02-02 22:59:32.979037537,15
-36.15122619324072,178.8969531676919,4.1,2016-12-13 00:57:42.180689341,15
